,name
905,"GN 906 400028 Jyotibhai Rahi Vasi Ahmad Shekar Compound,,Dadar"
906,"GN 907 400028 Varkana Bhawan,B S Road,Kabutar Khana,Dadar"
907,"GN 908 400028 Ramdas Bhawan,Rege Marg,Shivaji Park Dadar,Dadar"
908,"GN 909 400028 Orbit Falcon,Senapatibapat Marg,Castle Hill,Dadar"
909,"GN 910 400028 Ramkunj Smruti,Ram Maruti Road,Dadar"
910,"GN 911 400028 Ocean Tower Building,Kashinath Dhondu Road,Dadar"
911,"GN 912 400028 Indravadan Chs,Padmabai Thakkar Road,Shivaji Park,Dadar"
912,"GN 913 400028 Ahmed Umar Building,Dr. Dsilva Road,Oppo. Railway Station,Dadar West"
913,"GN 914 400028 Golmari Wadi,C K Bole Road,Near Siddhivinayak Mandir,Dadar Congested Area"
914,"GN 915 400052 R N Gh Jay Hind Chs,,Mumbai"
915,"GS 916 400011 Shramik Ekta Sra,J. R. Boricha Marg,Mahalaxmi"
916,"GS 917 400011 Ganesh Nagar - C & D Committee,J. R. Boricha Marg,Mahalaxmi"
917,"GS 918 400011 Ganraj Apartment,J. R. Boricha Marg,Mahalaxmi"
918,"GS 919 400011 32 Tenements,Arthur Road,Chichpokli Congested Area"
919,"GS 920 400011 Satrasta Dhobhighat,Dr. E. Moses Road,Mahalaxmi Congested Area"
920,"GS 921 400011 Rangwala Building,Saatrasta,Mahalaxmi"
921,"GS 922 400011 Joyeb House Front Of Dhobhighat,Saatrasta,Mahalaxmi"
922,"GS 923 400011 Kanjwala Building,Saatrasta,Mahalaxmi"
923,"GS 924 400011 Ambedkar Nagar,Sitaram Mill,Bmc School,Lower Parel Congested Area"
924,"GS 925 400011 Zoeb House,Mahalaxmi Dhobighat,Saatrasta Congested Area"
925,"GS 926 400011 Rangawala Building,Mahalaxmi Dhobighat,Saatrasta"
926,"GS 927 400011 Chawl No 25,Shantinagar,Near Kasturaba Hospital,Saatrasta Congested Area"
927,"GS 928 400011 Agakhan,Saatrasta,Mahalaxmi Dhobighat,Jacob Circle"
928,"GS 929 400011 Megha Nagar,,Satrasta Congested Area"
929,"GS 930 400011 Racecourse,2Nd Enclave,Mahalaxmi Congested Area"
930,"GS 931 400011 J Building,J R Boricha Marg,Near Arthur Road Jail,Saatrasta"
931,"GS 932 400011 Laxmipooja C Wing,J R Boricha Marg,Near Arthur Road Jail,Saatrasta"
932,"GS 933 400011 Shantinagar Chawl, Saatrasta,Near Kasturaba Hospital,Saatrasta,Saatrasta Congested Area"
933,"GS 934 400013 Bdd Nm,N. M. Joshi Marg,Lower Parel Congested Area"
934,"GS 935 400013 Mogul House,N. M. Joshi Marg,Lower Parel"
935,"GS 936 400013 Irani Chawl,G. K. Marg,Lower Parel Congested Area"
936,"GS 937 400013 Mahavir Chawl,G. K. Marg,Lower Parel Congested Area"
937,"GS 938 400013 Anand Nagar, Ganpat Kokate Marg,G. K. Marg,Lower Parel Congested Area"
938,"GS 939 400013 Ali Sheth Patra Chawl, G. K. Marg, Lower Parel,G. K. Marg,Lower Parel Congested Area"
939,"GS 940 400013 Hendre Building,G. K. Marg,Lower Parel Congested Area"
940,"GS 941 400013 Kamgar Nagar 1 & 2,N. M. Joshi Marg,Lower Parel Congested Area"
941,"GS 942 400013 Bhavani Mata Society,N. M. Joshi Marg,Lower Parel"
942,"GS 943 400013 Maratha Chs,Currey Road,Lower Parel"
943,"GS 944 400013 Bajrang Krupa Building,N. M. Joshi Marg,Lower Parel"
944,"GS 945 400013 Chimanlal Vitthaldas Chawl,Shankarrao Naram Path,Lower Parel Congested Area"
945,"GS 946 400013 Bharat Mill Chs,G. K. Marg,Lower Parel"
946,"GS 947 400013 Greenfield Society,Delile Road,Near Poddar Mill,Lower Parel"
947,"GS 948 400013 Bdd 11,Nm Joshi Marg,Near Nm Joshi Police Station,Lower Parel Congested Area"
948,"GS 949 400013 Rustum Building,G K Marg,Lower Parel Congested Area"
949,"GS 950 400013 Nestle Guest House,N.M. Joshi Road,Beside Globe Mill School,Prabhadevi"
950,"GS 951 400013 Vinay Appartment,G.K Marg,Khada Hanuman Temple,Lower Parel"
951,"GS 952 400013 Orbit Tower,Elphinstone Road,Elphinstone Road,Elphinstone Congested Area"
952,"GS 953 400013 Raheja Tower,S. N. Path,Lower Parel"
953,"GS 954 400013 Yogeshwar Bulding,N.M Joshi Marg,Curry Road"
954,"GS 955 400013 Shivraj Bhavan,B.M. Rad,Curry Road"
955,"GS 956 400013 Ambedkar Sadan,Sakharam Balaji,Curry Road"
956,"GS 957 400013 Bapu Residency,B Cabin Road,Morivali Pada, Ambarnath,Elphinstone"
957,"GS 958 400013 Sadguru Darshan,Fitwala Road,Elphinstone Congested Area"
958,"GS 959 400013 Kazi Compound,Elphinstone Road,Elphinstone"
959,"GS 960 400015 Wpc,Sirpochkhanwala,Worli"
960,"GS 961 400018 Jijamata Nagar,Dr. E. Moses Road,Worli Congested Area"
961,"GS 962 400018 Anand Nagar,Dr. E. Moses Road,Worli Congested Area"
962,"GS 963 400018 Mata Ramabai Nagar,Dr. E. Moses Road,Worli Congested Area"
963,"GS 964 400018 Suryadarshan Apt.,Dr. E. Moses Road,Worli"
964,"GS 965 400018 Worli Bdd Chawl,G. M. Bhosale Marg,Worli Congested Area"
965,"GS 966 400018 Bhaveshwar Chs Ltd.,Dr. Annie Besant Road,Worli"
966,"GS 967 400018 V. P. Nagar,Dr. Annie Besant Road,Worli Congested Area"
967,"GS 968 400018 Siddharth Nagar,Dr. Annie Besant Road,Worli Congested Area"
968,"GS 969 400018 Pankaj Mansion ‘C’ Wing,Dr. Annie Besant Road,Worli"
969,"GS 970 400018 Worli Police Camp,Sir Pochkhanwala Road,Worli"
970,"GS 971 400018 Ashishwang Bldg.,Sir Pochkhanwala Road,Worli"
971,"GS 972 400018 Shivaji Nagar,Sasmira Marg,Worli Congested Area"
972,"GS 973 400018 Prem Nagar,B. G. Kher Marg,Worli Congested Area"
973,"GS 974 400018 Mariamma Nagar,Dr. Annie Besant Road,Worli Congested Area"
974,"GS 975 400018 Govt Colony, Bldg. No. 5,Lala Lajpatrai Road,Worli"
975,"GS 976 400018 Motilal Nehru Nagar Slum,Dr. Annie Besant Road,Worli Congested Area"
976,"GS 977 400018 Markandeshwar Nagar, Worli,Dr. Annie Besant Road,Worli Congested Area"
977,"GS 978 400018 Nehru Nagar,Dr. Annie Besant Road,Worli Congested Area"
978,"GS 979 400018 Atomica Bldg,Worli Hill Road,Worli"
979,"GS 980 400018 Bhiwandiwala,G. M. Bhosale Marg,Worli"
980,"GS 981 400018 Pathan Chawl,Dr. E. Moses Road,Worli Congested Area"
981,"GS 982 400018 New Ambalal Chawl, Worli Naka,Dr. E. Moses Road,Worli Congested Area"
982,"GS 983 400018 Bmc Chawl No. 9, Worli – 18,Dr. E. Moses Road,Worli Congested Area"
983,"GS 984 400018 Sainath Society,Dr. Annie Besant Road,Worli"
984,"GS 985 400018 Parel Shivneri,L. R. Papan Marg,Worli"
985,"GS 986 400018 Bharat Nagar,Dainik Shivner Marg,Nr Lady Ratan Complex,Worli Congested Area"
986,"GS 987 400018 Mahakali Nagar,Sasmira Marg,Worli Congested Area"
987,"GS 988 400018 Piramal House,R. G. Thadani,Worli"
988,"GS 989 400018 Mahatma Phule Nagar,,Worli Congested Area"
989,"GS 990 400018 Mahatma Phule Nagar,A G Khan Road,Near Masjid,Worli Congested Area"
990,"GS 991 400018 Mahatma Phule Nagar,A G Khan Road,Kirana Store,Worli Congested Area"
991,"GS 992 400018 Markandeshwar Nagar,A B Road,Sai Mandir,Worli Congested Area"
992,"GS 993 400018 Krishna Raj Society,E Moses Road,Worli"
993,"GS 994 400018 Pathan Chawl,E Moses Road,Worli Congested Area"
994,"GS 995 400018 Wpc, Police Camp,Sirpochkhanwala,Worli"
995,"GS 996 400018 Bhaveshwar,Ab Road,Opp Poddar,Worli"
996,"GS 997 400018 Bdd,Gm Bhosle Marg,Worli"
997,"GS 998 400018 Bdd,Gm Bhosle Marg,Worli"
998,"GS 999 400018 Century,Pb Marg,Worli Congested Area"
999,"GS 1000 400018 Bmc Chouki,Pb Marg,Worli Congested Area"
1000,"GS 1001 400018 Bdd,Gm Bhosle Marg,Worli"
1001,"GS 1002 400018 Bdd,Gm Bhosle Marg,Worli Congested Area"
1002,"GS 1003 400018 Merryland,Rg Thadani Marg,Worli"
1003,"GS 1004 400018 Rustom Court,Ab Road,Worli"
1004,"GS 1005 400018 Wpc, Police Camp,Sirpochkhanwala,Worli"
1005,"GS 1006 400018 New Municipal Building,Rg Thadani Marg,Worli"
1006,"GS 1007 400018 Wpc, Police Camp,Sirpochkhanwala,Worli"
1007,"GS 1008 400018 Venus,Rg Thadani Marg,Worli"
1008,"GS 1009 400018 Mahalaxmi Sra,Pb Marg,Worli"
1009,"GS 1010 400018 Wpc, Police Camp,Sirpochkhanwala,Worli"
1010,"GS 1011 400018 Darshana,Ab Road,Worli"
1011,"GS 1012 400018 Bdd,Gm Bhosle Marg,Worli Congested Area"
1012,"GS 1013 400018 Slum,Dr. A.B.Road,Sai Mandir,Worli Congested Area"
1013,"GS 1014 400018 Slum,Dr. A.B.Road,Dr Gupta Clinic,Worli Congested Area"
1014,"GS 1015 400018 Parel Shivneri B Wing,D.S.Road,Worli"
1015,"GS 1016 400018 Building No.8,D.S.Road,Durga Mandir,Worli"
1016,"GS 1017 400018 Motilal Nagar,Dr. A.B.Road,Church,Worli Congested Area"
1017,"GS 1018 400018 Markandeshwar Nagar,Dr. A.B.Road,Sai Mandir,Worli Congested Area"
1018,"GS 1019 400018 Motilal Nagar,Dr. A.B.Road,Worli Congested Area"
1019,"GS 1020 400018 Bharat Nagar,D.S.Road,Durga Mandir,Worli Congested Area"
1020,"GS 1021 400018 Shivneri A Wing,D.S.Road,Worli"
1021,"GS 1022 400018 Shivganesh,D.S.Road,Worli"
1022,"GS 1023 400018 Bmc Colony, Narayan Pujari Nagar,A G Khan Road,Sahakar Bhandar,Worli"
1023,"GS 1024 400018 Patel Appartment,B G Kher Marg,Campacola Compound,Worli"
1024,"GS 1025 400018 Markandeshwar Nagar,Dr. A.B.Road,Sai Mandir,Worli Congested Area"
1025,"GS 1026 400018 Shivshaila Building,E Moses Road,Worli"
1026,"GS 1027 400018 Shivtej Building,D.S.Road,Worli"
1027,"GS 1028 400018 Mahatma Phule Nagar,A G Khan Road,Worli Congested Area"
1028,"GS 1029 400018 Shivshaila Building,Dr. E.Moses Road,Worli Congested Area"
1029,"GS 1030 400018 Darshna Building,A. B. Road,Poddar Hospital,Worli"
1030,"GS 1031 400018 Venus App,R.G. Thadani Marg,Worli"
1031,"GS 1032 400018 Pankaj Mansion,A. B. Road,Worli"
1032,"GS 1033 400018 Madraswadi Worlinaka,,Madraswadi Worlinaka Congested Area"
1033,"GS 1034 400018 Naulaka Buliding,A.G. Khan Road,Madraswadi Worlinaka"
1034,"GS 1035 400018 Kasturba Gandhi Nagar,D.S.Road,Mamata Dairy,Worli"
1035,"GS 1036 400018 Worli Area,Dr. E.Moses Road,Worli Congested Area"
1036,"GS 1037 400025 Rameshwar Prasad Chs,Veer Savarkar Marg,Prabhadevi"
1037,"GS 1038 400025 Shri Siddhi Sayani Road,Sayani Road,Prabhadevi"
1038,"GS 1039 400025 Century Colony,Pandurang Budhkar Marg,Prabhadevi"
1039,"GS 1040 400025 Charak,Murari Ghag Marg,Prabhadevi"
1040,"GS 1041 400025 Prabha Vinayak Bldg.,Murari Ghag Marg,Prabhadevi"
1041,"GS 1042 400025 Anand Niketan,Fitwala Road,Prabhadevi"
1042,"GS 1043 400025 Shanti Niwas,Fitwala Road,Prabhadevi"
1043,"GS 1044 400025 Royal Palace,Fitwala Road,Prabhadevi"
1044,"GS 1045 400025 Dadar Pashim,K.D. Marg,Near Kirti College,Prabhadevi"
1045,"GS 1046 400025 Sukhsagar Building,R.D. Marg,Near Prabhadevi Post Office,Prabhadevi"
1046,"GS 1047 400025 Adeshwar Bulding,Khed Gully,Sayani,Prabhadevi"
1047,"GS 1048 400025 Shiv Siddhi,Sayani Road,Prabhadevi"
1048,"GS 1049 400025 Kamgar Nagar 1,,Prabhadevi"
1049,"GS 1050 400025 Prabhadevi Sra,Prabhadevi Road,Prabhadevi"
1050,"GS 1051 400030 Janta Colony,Hatiskar Marg,Worli Congested Area"
1051,"GS 1052 400030 Worlikar House, Pakkhari Lane,Kesarinath Buva Bhaye Marg,Near Shakha,Worli Village Congested Area"
1052,"GS 1053 400030 Adarsh Nagar,Hardikar Marg,Adarsh Nagar,Nr Mahakali Nagar,Worli,Adarsh Nagar"
1053,"GS 1054 400030 Bdd,Gm Bhosle Marg,Worli"
1054,"GS 1055 400030 Neelam,Rg Thadani Marg,Worli"
1055,"GS 1056 400030 Pankaj Mansion,Ab Road,Worli"
1056,"GS 1057 400030 Bdd,Gm Bhosle Marg,Worli Congested Area"
1057,"GS 1058 400030 Bdd,Gm Bhosle Marg,Worli Congested Area"
1058,"GS 1059 400030 Wpc,Sirpochkhanwala,Worli"
1059,"HE 1060 400051 Govt Colony,Govt Colony Road,Bandra (E)"
1060,"HE 1061 400051 Madina Building,Beharam Nagar,Bandra East Congested Area"
1061,"HE 1062 400051 Basera Society,Bharat Nagar,Bandra East Congested Area"
1062,"HE 1063 400051 Rajak Chawl,Opp. Golden Bakery,Bandra East Congested Area"
1063,"HE 1064 400051 Makran Galli,Behram Nagar,Bandra East Congested Area"
1064,"HE 1065 400051 Dyaneshwar Nagar,,Bandra East Congested Area"
1065,"HE 1066 400051 Pathar Nagar,Bharat Nagar,Bandra East Congested Area"
1066,"HE 1067 400051 Jai Ma Sharada Rahivasi Sevak,Nalaside, Dnyaneshwar Nagar, Bandra East Congested Area"
1067,"HE 1068 400051 Bharat Nagar,,Bandra East Congested Area"
1068,"HE 1069 400051 Pathar Nagar,Bharat Nagar,Bandra East"
1069,"HE 1070 400051 Sant Dnyaneshwar Nagar,,Bandra East Congested Area"
1070,"HE 1071 400051 Dilshad Manzil,Naupada,Bandra Terminius,Bandra East"
1071,"HE 1072 400051 Manohar Compound,Near Ratna Hotel,Khar East Congested Area"
1072,"HE 1073 400051 Islampura,Bharat Nagar,Bandra East Congested Area"
1073,"HE 1074 400051 ,Bharat Nagar,Bandra East Congested Area"
1074,"HE 1075 400051 Police Chawl,Maratha Colony,Indira Nagar, Khar East Congested Area"
1075,"HE 1076 400051 Hajiki Chawl, Noor Jha Gate,Behram Nagar,Bandra East Congested Area"
1076,"HE 1077 400051 Mk Patel Nagar,Naupada,Gulzar Nagar, Bandra East Congested Area"
1077,"HE 1078 400051 Nalanda Building,Aliyawar Jang Margh,Bandra East"
1078,"HE 1079 400051 ,Bharat Nagar,Bandra East"
1079,"HE 1080 400051 Ram Raj Sharma Chawl,Ambedkar Road,Near Nirmal Nagar Police Station,Khar East Congested Area"
1080,"HE 1081 400051 Garib Nagar,Near Gate No. 18,Bandra East Congested Area"
1081,"HE 1082 400051 Malan Galli,,Behram Nagar, Bandra East Congested Area"
1082,"HE 1083 400051 Enabuy Galli,,Behram Nagar, Bandra East Congested Area"
1083,"HE 1084 400051 Siddharth Colony,,Vijay Nagar, Bandra East"
1084,"HE 1085 400051 ,Kherwadi, Bandra East Congested Area"
1085,"HE 1086 400051 Pragati Chawl,,Shantilal Compound, Khar (E) Congested Area"
1086,"HE 1087 400051 Bori Chawl, Jawahar Nagar, Khar (E) Congested Area"
1087,"HE 1088 400051 Gulmohar,New Mig Colony, Kherwadi, Bandra East"
1088,"HE 1089 400051 Shivaji Nagar,,Kherwadi, Bandra East"
1089,"HE 1090 400051 Lohar Chawl,,Shivaji Nagar, Kherwadi, Bandra East Congested Area"
1090,"HE 1091 400051 New Momin Building (Sra),,Behram Nagar, Bandra East Congested Area"
1091,"HE 1092 400051 Kadam Chawl,,Teachers Colony, Bandra East Congested Area"
1092,"HE 1093 400051 Gandhi Nagar,Near Mig Club,Bandra (E)"
1093,"HE 1094 400051 Market Compound,,Bharat Nagar, Bandra (E) Congested Area"
1094,"HE 1095 400051 Government Colony ,Near Kherwadi Police Sta(cid:415)on,Bandra (E)"
1095,"HE 1096 400051 Kolsewadi Galli ,A.K . Marg ,Beharam Nagar, Bandra (E) Congested Area"
1096,"HE 1097 400051 Kherwadi,Dayama Marg,Bandra (E)"
1097,"HE 1098 400051 Sahjeevan Chs,Mhb Colony,Kher Nagar, Bandra (E)"
1098,"HE 1099 400051 Ram Shankar Chawl,Pipeline Road, Datta Guru Rahiwasi Sewa Sangh,Khar East Congested Area"
1099,"HE 1100 400051 Sai Guru ,Maharastra Nagar,Bandra (E) Congested Area"
1100,"HE 1101 400051 Bharat Nagar,,Bandra (E) Congested Area"
1101,"HE 1102 400051 Bharat Nagar,,Bandra (E) Congested Area"
1102,"HE 1103 400051 Goverment Colony,,Bandra (E)"
1103,"HE 1104 400051 Bharat Nagar,,Bandra (E) Congested Area"
1104,"HE 1105 400051 Hardeva Chadaliya,Near Mandir,Valmiki Nagar, Bandra (E) Congested Area"
1105,"HE 1106 400051 Bharat Nagar,,Bandra (E) Congested Area"
1106,"HE 1107 400051 Bharat Nagar, Municipal School,Bandra (E) Congested Area"
1107,"HE 1108 400051 Bharat Nagar,Bkc Road,Near Sivsena Sakha,Bandra (E) Congested Area"
1108,"HE 1109 400051 Haji Suleman Chawl,Laundry Wali Gully,Beharam Pada, Bandra (E) Congested Area"
1109,"HE 1110 400051 Gulzar Lane, M K Patel Nagar ,Bandra (E) Congested Area"
1110,"HE 1111 400051 Din Mohd Buldg,Above Rasan Store,Navpada, Bandra East"
1111,"HE 1112 400051 Bharat Nagar,Opp Kurla Complex,Bandra East Congested Area"
1112,"HE 1113 400051 Ganesh Mandir,Opp Fish Market,Kherwadi, Bandra (E) Congested Area"
1113,"HE 1114 400051 ,Kherwadi School,Kherwadi, Bandra (E)"
1114,"HE 1115 400051 Godiwali Galli,Behram Nagar,Bandra (E) Congested Area"
1115,"HE 1116 400051 Ramashankar Chawl,Rail Line,J.N Nagar,Khar East Congested Area"
1116,"HE 1117 400051 Ganesh Krupa Bldg,Gandhi Nagar,Bandra (E)"
1117,"HE 1118 400051 Gandhi Nagar,Ganpatram Dayma Marg, Behind Ganpati Mandir,Kherwadi, Bandra (E) Congested Area"
1118,"HE 1119 400051 Bharat Nagar,,Bandra East Congested Area"
1119,"HE 1120 400051 ,Near Bhomya Mandir,Kherwadi,Bandra (E) Congested Area"
1120,"HE 1121 400051 Govt Colony,,Bandra (East)"
1121,"HE 1122 400051 Maa Ashapura Co, Near Guru Nanak Hospital,Bandra (East)"
1122,"HE 1123 400051 Maharashtra Nagar, Bharat Nagar Road,Bandra (East)"
1123,"HE 1124 400051 Kalpataru Sprinkle, Mig Colony,,Bandra (East)"
1124,"HE 1125 400051 Murlidhar Chawl,Kherwadi Rd, Near Municipal School,Bandra (East) Congested Area"
1125,"HE 1126 400051 Lakdawaala Galli,,Behram Pada,Bandra (East) Congested Area"
1126,"HE 1127 400051 Momin Building,Zakaria Nagar,Bandra (East)"
1127,"HE 1128 400051 Shanti Bhavan Chs, Kher Wadi Road,Bandra (East)"
1128,"HE 1129 400051 Nirmal Nagar,,Bandra (East) Congested Area"
1129,"HE 1130 400051 Ganesh Kripa Society, Nr. Ambedkar Chowkey,Khar (East)"
1130,"HE 1131 400051 Bhim Garjana Seva Sangh,Siddharth Colony, Alyavar Jung Marg,Bandra (East) Congested Area"
1131,"HE 1132 400051 Bismilla Bldg, Hemad Jakria Nagar,Behram Nagar,,Bandra (East) Congested Area"
1132,"HE 1133 400051 Khernagar,,Bandra (East)"
1133,"HE 1134 400051 Shanti Sadan Kherwadi, Opp Radha Krishna Mandir,Bandra (East) Congested Area"
1134,"HE 1135 400051 , Behind Golibar Road,Bandra (East) Congested Area"
1135,"HE 1136 400051 Goverment Colony,,Bandra (East) Congested Area"
1136,"HE 1137 400051 Dr Ernest Borges Memorial Home,M.K. Marg, Kalanagar, Bandra East"
1137,"HE 1138 400051 Sra Bld,,Maharashtra Nagar,Bandra (East)"
1138,"HE 1139 400051 Husain Tered, Javahar Nagar, Sai Bab Road,Khar (East) Congested Area"
1139,"HE 1140 400051 Shama Bldg,,Navpada Gas Bazar Gali No. 05 Congested Area"
1140,"HE 1141 400051 M.K Vali Tower,Naupada,,Bandra (East) Congested Area"
1141,"HE 1142 400051 M.V. Mansil,Navpada, Ground Floor,,Bandra (East)"
1142,"HE 1143 400051 Yasvant Nagar Kadam Chal,Teachears Colony,Khar (East) Congested Area"
1143,"HE 1144 400051 2Nd Floor Govt. Colony, Jogers Park,Bandra (East)"
1144,"HE 1145 400051 2Nd Floor,M H B Colony,,Bandra (East)"
1145,"HE 1146 400052 Panchsheel Society  ,Siddharth Colony,Khar East"
1146,"HE 1147 400055 Gajanan Rahivasi Sangh,New Agripada,Santacruz East Congested Area"
1147,"HE 1148 400055 Mahakali Shivshankar Nagar,New Agripada,Santacruz East Congested Area"
1148,"HE 1149 400055 Kolekalyan Police Vasahat,Kadamwadi,Santacruz East"
1149,"HE 1150 400055 Kamala Habitat,Sundar Nagar,Santacruz East"
1150,"HE 1151 400055 Laxmi Sadan,Vakola Masjid,Santacruz East"
1151,"HE 1152 400055 Nanku Singh Chawl,Jawaharnagar,Santacruz East Congested Area"
1152,"HE 1153 400055 Sai Nath Chawl, Committee,6Th Road, Golibar,Near V.N. Desai Hospital,Santacruz East Congested Area"
1153,"HE 1154 400055 Sanjeevani Chs,Golibar Road, Jawhar Nagar,Santacruz East Congested Area"
1154,"HE 1155 400055 Trimurti Chawl,,Santacruz East Congested Area"
1155,"HE 1156 400055 Kalina Military Compound,Kalina,Santacruz East"
1156,"HE 1157 400055 Navjivan Rahiwasi Sangh,,Dawari Ngar, Gate No 1, Santacruz East Congested Area"
1157,"HE 1158 400055 Indira Nagar,,Gaondevi, Vakola, Santacruz (E) Congested Area"
1158,"HE 1159 400055 Regency Hotel,Western Express Highway,Vakola Junction, Santacruz East Congested Area"
1159,"HE 1160 400055 Kalyani Niwas,Neharu Road,Vakola Masjid,Santacruz East Congested Area"
1160,"HE 1161 400055 Vigneshwar Rishikesh Marg,Vakola Pipeline,Gaondevi, Santacruz East Congested Area"
1161,"HE 1162 400055 Sai Kreeda Mandal, Near Subway,Bhurutwaj Nagar, Aagripada, Santacruz East Congested Area"
1162,"HE 1163 400055 Siddhivinyak Rahiwasi Sangh,,Agripada, Santacruz East Congested Area"
1163,"HE 1164 400055 Rabia Bi Ki Chawl,Golibar Masjid Road,Railway Line, Santacruz East Congested Area"
1164,"HE 1165 400055 Doctor Chawl,Gate No. 3,Daowre Nagar, Santacruz East Congested Area"
1165,"HE 1166 400055 G. C. Appartment,Near Bharat Co. Op. Bank,Santacruz East"
1166,"HE 1167 400055 Rambahdur Yadav Chawl,,Golibar, Santacruz East Congested Area"
1167,"HE 1168 400055 Sonawne Chawl,,Hanuman Tekdi, Santacruz East Congested Area"
1168,"HE 1169 400055 Kamlakar Patil Chawl,Near Gaon Devi Mandir,New Agripada, Santacruz (East) Congested Area"
1169,"HE 1170 400055 Shri Ram Chawl Committee,6Th Road,Hanuman Tekdi, Santacruz (East) Congested Area"
1170,"HE 1171 400055 Baburao Gupta Chawl,,Hanuman Tekdi, Santacruz (East) Congested Area"
1171,"HE 1172 400055 Aziz Chawl,7Th Road,Golibar, Santacruz (East) Congested Area"
1172,"HE 1173 400055 Hanuman Tekdi,Gate No. 2,Near Buddha Vihar, Santacruz (East) Congested Area"
1173,"HE 1174 400055 Hanuman Tekdi,Gate No. 2,Sarnath Vihar,Santacruz East Congested Area"
1174,"HE 1175 400055 Sagar Regency Bldg,,Dhobhighat, Vakola, Santacruz East Congested Area"
1175,"HE 1176 400055 Linnet Chs,Air India Road,Kalina, Santacruz East Congested Area"
1176,"HE 1177 400055 Gupta Chawl,Hanuman Tekdi,Santacruz East Congested Area"
1177,"HE 1178 400055 Vijay Galli,Datta Mandir Road,Santacruz East Congested Area"
1178,"HE 1179 400055 Ayub Chawl,Opp. Sailani Balwad,Golibar Dargha, Santacruz East Congested Area"
1179,"HE 1180 400055 Sanmitra Mandal,Patel Nagar,Golibar Colony,Santacruz East Congested Area"
1180,"HE 1181 400055 Lok Seva Mitra Mandal,Gate No. 2,Hanuman Tekdi,Santacruz East Congested Area"
1181,"HE 1182 400055 Sanjivani Chs,Golibar Road,Santacruz East"
1182,"HE 1183 400055 Gausiya Chawl,Vakola Bridge,Santacruz East Congested Area"
1183,"HE 1184 400055 Shubrmaniyam Nagar Chawl, Dhobhi Ghat Road,Vakola Bridge,Demolo Compound,Santacruz East Congested Area"
1184,"HE 1185 400055 Datta Guru Society,Shantilal Compound,Golibar Road,Santacruz East Congested Area"
1185,"HE 1186 400055 New Sahkarprerna Mandal,Patel Nagar,Santacruz East Congested Area"
1186,"HE 1187 400055 Mosambi Tabela,Vakola Pipeline,Near Sai Mandir,Gaondevi, Santacruz (E) Congested Area"
1187,"HE 1188 400055 ,Kolekalyan Police Colony,Santacruz East"
1188,"HE 1189 400055 Gaiwala Chawl,Gate No 1,Near Nabzasa,Hanuman Tekdi,Santacruz East Congested Area"
1189,"HE 1190 400055 Ankur Chs,Near Vakola Police,Opp Western Highway,Santacruz East"
1190,"HE 1191 400055 Murgaon Chawl,Vakola Pipeline,Gaodevi,Santacruz East Congested Area"
1191,"HE 1192 400055 Sanjeevani Chs Ltd,Near Maratha Colony,Santacruz East"
1192,"HE 1193 400055 Char Null, Jawahar Nagar,,Santacruz East Congested Area"
1193,"HE 1194 400055 Golibar Colony,Lokmanya Tilak Nagar,Santacruz East Congested Area"
1194,"HE 1195 400055 Chatrapati Nagar,Golibar Road,Santacruz East Congested Area"
1195,"HE 1196 400055 Nayya Compound, Kalina Church,Santacruz East Congested Area"
1196,"HE 1197 400055 Yadwan Yedi Chawl,Kolavary Village,,Kalina,Santacruz East Congested Area"
1197,"HE 1198 400055 Gohil Chs, Behind Santosh Lunch Home,Santacruz (East)"
1198,"HE 1199 400055 Gaon Devi,Vakola Pipeline,Santacruz (East) Congested Area"
1199,"HE 1200 400055 Siddharth Nagar, Vakola Shyam Sundar Chawl,,Santacruz (East) Congested Area"
1200,"HE 1201 400055 Gaon Devi,Lasun Vali Church,Vakola Pipeline,Santacruz (East) Congested Area"
1201,"HE 1202 400055 Anushakti Chawl, Lbs Nagar,D'Mello Camp Vakola,Santacruz (East) Congested Area"
1202,"HE 1203 400055 Pathare House,Nehur Road,Vijay Store,Santacruz (East) Congested Area"
1203,"HE 1204 400055 Munilal Singh Chalw,3Rd Road Golibar,Santacruz (East) Congested Area"
1204,"HE 1205 400055 Police Training Center Kalina,,Kalina,Santacruz East"
1205,"HE 1206 400055 Old Cst Road, Near Taqdeer Hotel,Kalina,Santacruz East Congested Area"
1206,"HE 1207 400055 Sai Baba Shejar Samiti Sanstha,Near Mosambi Tabela,Santacruz (East) Congested Area"
1207,"HE 1208 400055 Jagruti Shejar Samiti, Vakola Pipe Line,Santacruz (East) Congested Area"
1208,"HE 1209 400055 Nadia Apartment, Sen Nagar,Road No 10, Hanuman Tekdi,Santacruz (East) Congested Area"
1209,"HE 1210 400055 Jay Prakash Chawl, Shastri Nagar,,Santacruz (East)"
1210,"HE 1211 400055 Vijay Nagar, Seva Sangh, Golibar Road, Colony, Santacruz Congested Area"
1211,"HE 1212 400055 Navjivan Chawl,Mahadevi, Kapda Pipe Line,Santacruz (East) Congested Area"
1212,"HE 1213 400055 Douri Nagar, Gate No-3, Adarsh Lane,,Vakola Santacruz Congested Area"
1213,"HE 1214 400055 Yadav Chawl,Subhash Nagar,,Vakola Santacruz Congested Area"
1214,"HE 1215 400098 Kunchikorve Nagar,Galli No 2, Kalina,Santacruz East Congested Area"
